region,year,gini,atk5,atk1,d9010,d9050,d8020,poorAll4,poorAll5,poorAll6,poorK4,poorK5,poorK6,poorE4,poorE5,poorE6,d5075,d75150,d150,poortp,poorsm,pkidsm,eymed,average
Paraguay,2015,0.484,0.198,0.353,9.989,2.853,4.273,16.119,22.137,28.417,19.624,27.018,34.637,22.229,30.354,37.841,17.284,31.381,24.317,25.939,31.312,19.971,19600000.0,29000000.0
Paraguay,2014,0.504,0.22,0.376,9.69,2.809,4.078,15.459,22.403,28.842,19.452,28.186,36.024,17.695,27.555,32.929,17.811,31.463,22.54,26.577,36.18,20.298,19300000.0,29300000.0
Paraguay,2013,0.479,0.193,0.349,9.358,2.888,4.242,15.888,22.038,27.64,19.331,26.931,33.259,20.909,27.359,34.74,16.318,33.0,23.751,24.67,33.691,19.984,18300000.0,26800000.0
Paraguay,2012,0.471,0.188,0.343,9.858,2.645,4.373,17.531,23.857,29.321,21.165,28.744,35.318,23.27,29.496,34.881,16.464,31.383,23.409,28.228,32.065,18.947,16700000.0,23300000.0
Paraguay,2011,0.521,0.234,0.408,11.396,3.106,4.641,17.377,22.866,28.613,21.228,27.794,34.436,23.305,31.032,37.388,16.374,31.595,24.237,26.951,30.39,18.203,14200000.0,22800000.0
Paraguay,2010,0.502,0.216,0.379,10.128,2.827,4.507,17.108,23.678,29.118,20.428,28.475,34.601,24.442,31.511,37.142,15.405,32.166,23.953,27.179,36.008,17.627,13200000.0,19800000.0
Paraguay,2009,0.487,0.205,0.367,10.153,2.837,4.429,16.908,22.809,29.484,19.889,27.185,35.184,22.15,27.516,33.232,17.657,31.361,23.797,25.651,31.913,19.943,11800000.0,17300000.0
Paraguay,2008,0.488,0.203,0.354,8.834,3.001,4.108,13.914,20.27,27.301,16.729,24.212,33.146,15.964,23.609,29.897,19.938,31.688,24.162,23.945,26.996,17.667,11000000.0,16900000.0
Paraguay,2007,0.504,0.219,0.38,10.306,2.984,4.134,15.603,21.246,27.182,19.331,25.745,32.712,18.398,25.586,31.225,17.111,31.91,25.234,25.065,30.782,19.894,9855925.952,15400000.0
Paraguay,2006,0.505,0.216,0.377,10.374,2.974,4.33,16.611,22.096,28.687,20.303,26.783,34.495,18.108,25.363,30.235,18.154,30.693,24.37,26.271,29.21,18.951,8469500.276,13000000.0
Paraguay,2005,0.503,0.217,0.378,9.975,2.978,4.103,14.936,20.78,26.989,17.726,24.332,31.429,16.035,21.634,27.146,17.779,33.929,23.961,23.144,30.938,18.367,8410348.064,13000000.0
Paraguay,2004,0.51,0.223,0.383,9.714,3.185,4.201,14.29,20.076,26.215,16.368,23.439,30.448,19.99,25.783,34.122,17.599,33.254,25.707,21.927,29.183,18.816,6856819.855,11100000.0
Paraguay,2003,0.539,0.248,0.421,11.568,3.37,4.727,16.336,21.977,28.202,19.914,26.792,33.894,16.11,21.92,28.863,16.07,31.76,25.378,26.343,28.981,16.707,6300434.07,10800000.0
Paraguay,2002,0.555,0.267,0.46,14.688,3.416,5.464,20.025,26.463,31.96,23.737,31.162,37.244,21.333,27.468,31.898,13.36,28.538,26.941,30.709,33.808,16.687,5099696.602,8646603.025
Paraguay,2000,0.539,0.248,0.439,13.587,3.323,5.188,19.035,24.849,30.343,22.885,29.738,36.172,19.064,24.396,29.823,15.062,28.978,26.222,31.043,23.553,16.362,5675078.832,9375584.685
Paraguay,1999,0.529,0.238,0.429,14.903,3.329,5.305,19.487,24.587,29.601,22.863,28.871,34.613,22.444,28.248,32.868,14.98,29.86,26.288,28.741,28.69,15.572,4971852.206,7997318.796
Paraguay,1997,0.54,0.246,0.451,16.984,3.388,5.981,22.025,26.817,32.714,26.742,32.373,39.175,23.83,28.422,34.322,14.339,26.397,26.891,32.77,30.72,14.849,4978068.586,8030016.634
Peru,2019,0.436,0.162,0.328,10.532,2.581,4.29,17.904,23.212,28.586,19.605,26.233,32.718,31.06,36.629,41.666,16.781,35.036,21.95,26.732,25.815,18.092,12892.288,16666.81
Peru,2018,0.443,0.168,0.338,11.221,2.627,4.451,18.605,23.907,29.322,20.929,27.381,34.209,31.134,37.182,41.816,15.948,34.669,22.003,27.693,27.666,17.931,12344.599,16062.868
Peru,2017,0.444,0.169,0.338,11.37,2.607,4.424,18.543,23.694,29.001,20.794,27.191,33.739,31.919,37.589,42.378,16.371,33.611,22.828,27.724,26.704,17.014,12096.662,15784.127
Peru,2016,0.453,0.177,0.351,11.756,2.621,4.494,19.075,24.072,29.456,21.855,28.081,34.62,31.547,36.988,41.982,16.025,33.967,21.927,28.545,27.524,16.488,11926.48,15672.011
Peru,2015,0.451,0.176,0.349,11.425,2.58,4.376,18.521,23.566,29.085,21.632,27.939,34.702,31.232,36.625,41.004,16.022,34.496,21.542,28.034,28.985,16.463,11159.878,14649.148
Peru,2014,0.45,0.174,0.351,12.018,2.636,4.474,18.764,23.68,29.061,21.661,27.876,34.714,32.057,36.878,41.303,17.132,32.626,22.365,28.335,27.736,16.839,10866.892,14267.251
Peru,2013,0.457,0.18,0.364,12.532,2.624,4.667,19.389,24.281,29.702,22.603,28.727,35.419,32.38,37.479,42.169,16.225,32.725,22.324,28.989,29.13,15.845,10430.966,13761.401
Peru,2012,0.466,0.189,0.387,14.157,2.649,4.817,20.03,24.99,30.539,23.809,29.775,36.586,31.741,36.999,42.325,15.982,31.493,22.75,29.982,30.442,15.618,10069.589,13321.5
Peru,2011,0.469,0.191,0.387,14.034,2.716,4.871,20.024,25.061,30.37,23.551,29.76,36.308,32.425,37.344,42.106,15.618,30.929,23.693,30.427,28.645,15.936,8887.202,11946.931
Peru,2010,0.48,0.199,0.394,13.902,2.783,4.932,19.847,25.272,30.408,23.539,30.293,36.396,30.079,34.887,39.827,15.118,30.797,23.792,30.438,31.349,16.084,8361.754,11563.726
Peru,2009,0.486,0.202,0.398,14.302,2.888,5.16,20.076,25.715,30.88,23.999,31.156,37.548,31.365,36.509,40.352,15.455,29.17,24.219,31.129,32.82,15.646,7740.956,10906.715
Peru,2008,0.492,0.207,0.411,15.936,2.948,5.704,21.684,26.566,31.801,26.47,32.567,38.89,30.444,34.156,38.913,14.296,28.473,24.664,33.002,31.674,15.387,7135.208,10069.617
Peru,2007,0.51,0.221,0.421,15.881,3.136,5.791,21.573,26.923,32.152,26.784,33.505,39.733,28.412,32.672,36.879,14.236,27.51,24.749,33.689,34.649,15.103,6226.344,9274.375
Peru,2006,0.51,0.22,0.419,14.678,3.032,5.599,21.512,27.258,32.199,25.778,32.851,38.699,29.336,34.579,38.333,14.534,27.996,24.619,33.856,28.474,14.362,5498.252,8138.038
Peru,2005,0.524,0.237,0.45,15.679,3.135,5.806,21.609,27.052,32.022,24.853,31.45,37.363,29.422,34.26,38.279,14.027,28.807,25.715,31.94,29.046,14.456,4431.537,6821.288
Peru,2004,0.539,0.254,0.49,22.538,3.228,7.011,24.263,29.043,33.213,28.573,34.418,39.209,31.228,35.003,38.944,12.31,26.73,26.542,35.642,27.826,14.141,4589.58,7078.536
Poland,2020,0.299,0.085,0.183,3.66,1.796,2.195,6.995,10.428,15.782,6.694,9.493,14.437,5.683,11.463,20.707,17.379,54.907,18.222,8.683,17.418,9.197,37358.204,41591.739
Poland,2019,0.292,0.078,0.161,3.499,1.818,2.159,5.28,8.986,14.459,4.999,8.034,13.02,4.113,10.297,19.163,17.864,55.803,18.299,6.939,17.943,9.844,34876.575,39550.008
Poland,2018,0.291,0.076,0.155,3.431,1.837,2.16,4.635,8.186,14.111,3.984,6.827,12.233,3.611,9.212,18.513,18.405,56.99,17.778,5.994,14.917,9.427,32327.338,36772.31
Poland,2017,0.287,0.073,0.146,3.346,1.836,2.13,4.096,7.623,13.475,3.107,5.927,10.815,3.377,8.688,17.767,17.994,57.573,18.506,4.949,13.401,10.548,30180.797,34600.392
Poland,2016,0.289,0.073,0.149,3.502,1.855,2.2,4.621,8.544,14.44,4.554,8.546,14.732,2.933,7.045,14.762,18.959,54.201,18.294,7.398,17.698,10.529,27730.034,31645.278
Poland,2015,0.306,0.082,0.165,3.846,1.906,2.356,5.452,10.339,16.901,6.776,13.08,21.271,2.561,6.366,12.912,20.994,48.04,17.887,11.232,28.512,10.287,25524.735,29413.204
Poland,2014,0.313,0.085,0.169,3.931,1.942,2.386,5.618,10.319,16.833,7.217,13.407,21.215,2.437,6.305,12.891,21.553,46.18,18.86,11.691,26.629,10.617,24620.98,28611.413
Poland,2013,0.318,0.087,0.173,3.994,1.951,2.402,5.867,10.576,17.258,7.405,13.797,22.179,2.412,6.151,12.66,21.86,45.893,18.45,11.87,29.019,10.488,23574.0,27519.633
Poland,2012,0.317,0.087,0.171,3.979,1.955,2.407,5.575,10.452,16.948,7.061,13.586,21.598,2.602,6.577,13.613,22.053,45.864,18.497,12.028,26.269,10.532,23044.431,26947.786
Poland,2011,0.313,0.085,0.166,3.88,1.948,2.373,5.302,9.888,16.529,6.663,12.618,20.915,2.826,7.07,14.457,22.052,47.252,18.078,11.516,22.819,10.155,22231.437,26078.362
Poland,2010,0.311,0.083,0.161,3.857,1.967,2.371,4.877,9.449,16.014,6.101,12.086,20.131,2.486,6.67,14.108,22.985,46.835,18.094,11.143,18.518,10.538,21450.855,25157.871
Poland,2009,0.311,0.083,0.165,3.867,1.942,2.362,5.303,9.886,16.509,6.709,12.744,20.971,2.791,7.593,15.424,22.757,46.887,17.612,12.098,17.565,10.997,20264.837,23571.754
Poland,2008,0.311,0.083,0.163,3.841,1.961,2.374,4.91,9.444,15.897,6.086,11.8,19.609,2.738,7.734,15.823,22.26,47.922,18.018,10.823,18.804,11.599,18899.982,22188.31
Poland,2007,0.312,0.084,0.163,3.782,1.948,2.334,4.739,9.077,15.466,5.993,11.639,19.916,2.102,5.279,11.539,22.426,48.62,17.315,10.88,16.939,12.076,16473.333,19408.231
Poland,2006,0.311,0.083,0.163,3.9,1.954,2.368,5.248,9.961,16.25,7.119,13.573,21.894,1.471,4.095,9.115,22.851,47.217,16.36,12.474,21.343,12.062,14784.806,17278.375
Poland,2005,0.314,0.084,0.163,3.981,1.969,2.396,5.373,10.292,16.734,7.755,14.958,23.381,1.447,3.351,7.965,22.662,46.085,16.295,14.598,17.708,12.174,13444.144,15750.899
Poland,2004,0.316,0.085,0.165,4.023,1.956,2.404,5.842,10.806,17.201,8.529,15.628,23.752,1.305,3.279,8.01,22.03,46.178,16.164,15.108,19.565,11.268,13060.843,15275.847
Poland,1999,0.287,0.071,0.14,3.534,1.833,2.204,4.653,8.854,15.19,6.505,12.208,20.46,2.06,4.544,10.131,22.751,50.728,14.313,11.532,18.631,9.922,10741.426,12142.87
Poland,1995,0.32,0.093,0.19,4.038,1.891,2.374,7.224,11.583,17.667,9.493,15.342,22.997,4.995,8.391,14.15,20.634,48.172,15.852,15.09,17.998,9.581,5270.656,6068.167
Poland,1992,0.262,0.057,0.109,3.157,1.807,2.094,2.377,5.708,12.344,2.606,6.08,13.275,4.15,10.967,23.097,21.804,56.104,16.011,5.848,7.73,7.245,2923.42,3303.932
Poland,1986,0.271,0.06,0.117,3.511,1.767,2.318,4.479,9.742,16.964,6.093,11.72,19.735,5.496,16.951,31.183,20.677,53.905,13.698,11.417,24.77,12.168,26.737,29.39
Romania,1997,0.28,0.067,0.126,3.396,1.807,2.168,3.608,8.166,14.24,4.453,10.126,17.119,4.382,10.26,18.76,20.789,54.382,14.702,9.011,17.549,10.063,724.787,822.751
Romania,1995,0.28,0.067,0.126,3.425,1.797,2.202,3.902,8.532,14.949,4.812,10.787,18.766,6.177,12.724,21.804,21.776,52.73,14.707,9.551,21.55,9.297,224.657,253.193
Russia,2019,0.323,0.085,0.161,4.276,2.102,2.547,5.132,10.475,17.779,8.786,16.337,25.654,3.9,11.177,22.269,23.488,43.639,16.536,13.963,27.256,17.976,461623.363,554056.106
Russia,2018,0.321,0.082,0.158,4.323,2.094,2.617,5.146,10.985,18.396,8.511,16.533,26.132,4.048,12.311,23.337,24.031,41.869,17.567,14.771,25.7,16.479,440285.832,524177.119
Russia,2017,0.318,0.081,0.158,4.358,2.077,2.624,6.061,11.498,19.003,10.568,17.78,27.458,4.468,12.306,23.642,23.949,42.674,15.597,15.541,28.69,16.528,422519.548,495966.526
Russia,2016,0.332,0.089,0.17,4.62,2.118,2.714,6.617,12.705,20.169,11.182,19.44,28.567,5.445,14.322,26.045,22.295,40.517,17.747,17.757,27.417,17.365,414418.35,493093.992
Russia,2015,0.331,0.088,0.171,4.711,2.135,2.727,6.862,12.93,20.155,11.988,20.301,29.162,5.364,14.597,25.92,21.826,40.007,17.866,18.368,29.534,17.839,401420.18,477458.877
Russia,2014,0.34,0.094,0.179,4.823,2.188,2.734,7.199,12.957,20.097,11.78,19.02,27.683,6.316,15.369,26.677,21.877,40.654,18.449,16.895,28.448,17.926,371231.064,447707.831
Russia,2013,0.351,0.101,0.191,4.989,2.193,2.807,7.783,13.708,20.926,12.428,19.858,27.839,7.545,17.509,30.448,20.301,40.712,19.128,17.336,31.084,17.828,353125.614,429078.257
Russia,2011,0.364,0.107,0.205,5.393,2.407,3.047,7.495,13.488,20.967,12.599,19.43,27.474,5.153,13.556,25.852,20.644,37.97,21.957,17.602,27.358,19.396,262039.268,332609.32
Russia,2010,0.342,0.101,0.204,4.775,2.117,2.692,8.016,13.036,19.555,11.995,18.323,25.986,3.335,8.26,16.018,19.092,42.303,20.282,14.523,28.844,25.366,191637.445,228403.474
Russia,2007,0.348,0.102,0.213,5.469,2.164,3.06,10.168,16.059,23.546,13.141,18.365,25.733,10.872,21.776,34.746,17.378,39.054,25.203,14.327,29.429,27.075,116331.45,137476.395
Russia,2004,0.39,0.128,0.26,6.245,2.392,3.335,11.112,17.419,24.353,14.85,21.45,28.207,9.408,20.129,33.423,16.309,35.786,26.455,16.383,34.05,28.089,59398.158,74956.155
Russia,2000,0.427,0.159,0.307,6.854,2.573,3.391,10.967,17.075,23.885,13.212,19.698,25.931,8.21,15.22,26.813,15.803,34.064,30.436,17.442,34.017,14.541,19775.307,26876.987
Serbia,2016,0.328,0.095,0.202,4.899,1.935,2.691,10.179,14.882,21.517,11.459,16.547,23.518,7.688,13.502,21.594,19.455,43.478,20.521,14.947,22.944,12.584,403050.865,454685.126
Serbia,2013,0.348,0.11,0.23,5.109,1.982,2.836,10.701,15.554,22.188,12.091,18.978,26.152,7.633,11.838,20.51,16.634,45.108,19.28,18.941,18.544,11.04,335987.122,388180.207
Serbia,2010,0.329,0.095,0.201,5.107,2.01,2.745,10.392,15.387,21.031,14.364,19.815,25.648,6.721,11.359,18.377,15.073,45.158,19.954,20.036,19.361,12.193,283290.878,323303.569
Serbia,2006,0.351,0.109,0.238,5.8,2.059,3.0,11.975,17.343,23.398,15.386,20.993,27.82,12.051,18.397,25.453,17.193,41.475,20.339,20.454,27.477,11.52,185074.706,213108.917
Slovakia,2018,0.236,0.048,0.1,3.023,1.633,2.044,4.865,7.684,13.398,8.343,12.475,19.619,1.166,5.058,14.354,22.133,58.031,7.36,10.883,27.803,10.238,9442.024,9959.765
Slovakia,2017,0.219,0.041,0.088,2.805,1.559,1.952,4.104,7.113,12.792,6.771,11.617,19.084,1.455,4.77,12.999,19.634,62.914,5.836,9.82,23.441,11.353,9181.013,9519.169
Slovakia,2016,0.233,0.048,0.102,2.944,1.617,1.949,4.101,7.788,12.583,7.136,13.032,19.0,1.034,4.54,12.823,18.901,60.095,7.972,10.709,30.909,10.803,8640.957,9091.064
Slovakia,2015,0.25,0.055,0.114,3.053,1.662,2.029,4.904,8.441,12.884,8.871,14.965,20.614,0.487,3.354,10.39,20.424,56.209,8.402,13.44,27.326,9.304,8279.7,8884.836
Slovakia,2014,0.246,0.053,0.111,3.114,1.67,2.019,5.15,8.485,13.291,8.934,14.507,21.355,0.83,3.755,10.662,21.587,56.114,7.792,13.783,22.313,7.457,8183.152,8771.672
Slovakia,2013,0.271,0.065,0.134,3.338,1.763,2.102,5.43,8.754,14.161,9.557,14.441,20.771,0.84,4.105,11.771,19.183,57.33,9.046,14.08,19.527,7.98,8101.924,8976.759
Slovakia,2010,0.264,0.061,0.121,3.25,1.765,2.11,4.553,8.018,13.413,7.422,12.354,19.629,0.716,4.308,12.26,20.781,55.214,11.651,11.484,15.471,9.364,7589.26,8378.037
Slovakia,2007,0.248,0.052,0.104,3.047,1.702,2.057,3.157,6.626,12.788,5.368,9.092,15.821,1.551,8.518,23.529,21.078,60.234,9.596,8.605,13.0,8.722,6549.743,7106.38
Slovakia,2004,0.269,0.063,0.123,3.3,1.757,2.136,4.581,8.062,14.303,6.728,10.705,18.654,2.042,6.047,17.797,19.54,57.673,12.082,9.539,21.851,8.642,4534.17,5047.656
Slovakia,1996,0.25,0.056,0.117,3.035,1.665,1.997,4.53,7.666,12.863,6.384,10.322,16.169,,,,20.894,59.266,9.517,9.144,20.051,9.16,2351.073,2541.759
Slovakia,1992,0.189,0.031,0.059,2.251,1.486,1.679,0.656,2.05,6.254,0.621,1.996,5.262,0.363,2.159,14.791,15.484,74.993,7.527,1.372,9.457,7.534,1465.512,1556.516
Slovenia,2015,0.263,0.057,0.113,3.446,1.718,2.188,4.661,10.088,16.235,,,,4.339,11.989,20.473,,,,,,,13871.266,15047.818
Slovenia,2012,0.271,0.062,0.124,3.51,1.76,2.243,5.236,9.989,15.918,5.51,10.663,16.082,3.933,11.458,19.34,17.59,55.787,15.96,9.843,21.838,8.033,13336.534,14572.054
Slovenia,2010,0.253,0.056,0.118,3.299,1.661,2.074,5.735,9.843,15.623,4.594,7.11,12.149,8.47,17.713,28.657,15.346,65.528,12.017,5.676,20.001,7.806,12897.654,13641.321
Slovenia,2007,0.23,0.044,0.089,2.978,1.615,1.98,3.33,7.746,13.183,3.399,6.624,11.578,5.422,16.448,25.538,17.89,65.953,9.534,5.429,20.491,7.747,11223.105,11880.932
Slovenia,2004,0.231,0.044,0.09,2.918,1.649,1.947,3.04,7.144,11.695,2.482,5.509,8.838,5.412,16.454,26.231,18.842,64.84,10.808,3.69,22.339,9.384,9470.777,10123.674
Slovenia,1999,0.232,0.045,0.091,2.911,1.594,1.953,3.383,7.496,13.197,2.759,6.056,11.619,7.053,17.155,27.42,20.365,65.24,8.339,4.669,22.847,6.614,6163.699,6514.939
Slovenia,1997,0.229,0.044,0.089,2.862,1.592,1.919,3.306,7.323,12.529,3.005,7.075,12.359,5.56,12.73,23.945,19.513,65.206,8.206,5.583,24.705,7.239,5342.726,5642.643
South Africa,2017,0.616,0.316,0.53,22.355,5.344,7.744,21.403,27.425,33.624,26.956,34.377,41.511,14.737,23.2,33.957,16.123,21.109,28.39,22.394,43.105,54.46,36600.0,80161.128
South Africa,2015,0.623,0.329,0.537,21.442,5.207,7.33,20.469,26.931,32.99,25.708,33.88,41.125,14.516,22.117,32.146,16.35,21.183,28.587,18.166,45.181,54.729,29825.547,67319.135
South Africa,2012,0.621,0.318,0.538,23.425,5.563,8.618,21.326,27.25,32.859,26.817,34.142,41.04,11.447,20.316,28.337,14.499,21.477,29.881,20.153,45.821,52.292,22735.929,52596.369
South Africa,2010,0.664,0.383,0.591,26.059,5.411,8.591,22.456,28.358,33.678,27.703,34.312,40.649,10.631,20.228,28.843,15.061,20.68,29.947,20.866,46.452,48.926,17808.35,45487.943
South Africa,2008,0.658,0.359,0.611,30.938,6.72,9.142,20.697,26.526,32.738,26.353,33.812,41.504,6.906,15.144,23.612,15.634,22.265,28.29,19.288,47.528,48.565,13393.872,36091.715
South Korea,2016,0.305,0.081,0.172,4.733,1.827,2.487,10.41,14.813,20.04,3.663,7.018,12.175,36.749,46.945,55.407,18.357,57.944,16.681,4.972,20.705,11.273,23500000.0,25500000.0
South Korea,2014,0.302,0.08,0.171,4.69,1.864,2.496,10.076,14.453,19.849,3.654,7.143,12.786,37.939,47.512,56.318,17.598,57.494,17.765,5.674,18.869,9.161,22500000.0,24600000.0
South Korea,2012,0.307,0.082,0.175,4.802,1.887,2.526,10.29,14.64,20.11,5.517,9.096,14.912,38.732,47.241,55.716,17.761,55.56,17.583,7.191,23.878,9.54,21300000.0,23200000.0
South Korea,2010,0.31,0.084,0.18,4.794,1.899,2.571,10.273,14.87,20.517,5.737,9.422,15.261,36.731,46.319,54.645,17.368,55.095,18.115,7.202,25.326,10.367,18800000.0,20700000.0
South Korea,2008,0.314,0.085,0.179,4.802,1.936,2.63,9.89,15.162,20.556,5.725,10.397,15.676,34.033,44.067,52.371,16.721,52.96,19.922,8.174,24.325,9.572,17400000.0,19400000.0
South Korea,2006,0.306,0.08,0.168,4.509,1.865,2.56,9.491,14.325,20.38,6.214,10.616,17.281,32.303,42.76,51.598,17.823,53.059,18.501,8.201,27.425,10.682,16000000.0,17600000.0
Spain,2016,0.341,0.1,0.208,5.253,2.018,2.882,10.83,15.725,22.568,16.331,22.224,28.593,5.579,9.965,20.476,17.886,38.622,21.268,19.895,39.129,11.009,16062.403,18403.074
Spain,2013,0.345,0.101,0.211,5.376,2.087,2.914,10.473,15.742,22.754,15.872,23.676,31.298,2.974,5.719,15.231,18.113,38.83,19.381,21.258,42.106,10.801,14972.491,17407.098
Spain,2010,0.337,0.099,0.215,5.262,2.059,2.855,10.325,15.607,22.661,14.85,20.87,28.659,5.515,13.208,25.243,18.365,40.771,19.994,19.6,34.058,7.745,14194.16,16163.819
Spain,2007,0.307,0.08,0.166,4.347,1.93,2.588,7.258,13.785,20.443,9.725,17.283,24.739,8.03,20.721,31.405,20.775,44.777,17.165,15.715,39.521,5.9,15005.509,16756.997
Spain,2004,0.321,0.088,0.184,4.644,1.982,2.731,8.393,14.582,21.035,11.058,17.775,25.623,9.5,23.255,33.6,21.925,42.922,17.379,16.921,30.039,7.198,12277.556,13950.92
Spain,2000,0.337,0.094,0.184,4.687,2.077,2.751,7.627,14.188,20.824,9.723,16.149,24.054,9.386,23.391,33.821,22.178,42.217,19.457,14.546,32.758,6.853,11075.709,13075.311
Spain,1995,0.358,0.109,0.223,5.207,2.235,2.929,8.693,14.047,20.787,13.069,18.268,25.237,3.65,12.793,25.044,16.813,39.631,25.288,17.06,35.231,5.759,7675.487,9494.534
Spain,1990,0.302,0.076,0.148,3.94,1.97,2.45,5.08,10.012,17.053,5.718,10.932,18.343,4.312,12.21,25.663,22.105,49.871,17.092,10.274,25.069,4.433,5397.864,6247.628
Spain,1985,0.315,0.082,0.155,4.075,2.03,2.464,5.776,10.223,17.214,7.943,13.035,20.803,3.25,8.732,21.13,21.327,48.921,16.717,12.725,19.689,5.305,3056.25,3601.777
Spain,1980,0.319,0.084,0.164,4.371,2.017,2.598,6.733,12.167,19.471,,,,,,,,,,,,,1803.036,2091.758
Sweden,2005,0.237,0.049,0.096,2.82,1.624,1.973,2.641,5.596,11.969,2.016,4.72,10.974,1.517,6.61,20.586,19.567,66.779,8.933,3.333,10.404,18.029,189485.049,203600.538
Sweden,2000,0.253,0.057,0.112,2.963,1.685,2.013,3.796,6.611,12.29,1.773,4.252,9.162,2.196,8.008,21.421,17.725,67.409,10.614,2.301,12.901,17.838,153216.234,167660.862
Sweden,1995,0.221,0.047,0.101,2.609,1.563,1.76,4.712,6.594,10.035,1.334,2.621,5.5,0.82,2.744,7.806,11.244,78.859,7.276,1.512,6.612,19.17,128523.122,135568.689
Sweden,1992,0.229,0.047,0.1,2.776,1.594,1.914,4.154,6.673,12.097,1.588,2.996,6.225,1.466,6.439,19.805,12.446,75.248,9.309,2.556,5.558,14.531,125200.818,132334.969
Sweden,1987,0.212,0.041,0.087,2.629,1.505,1.857,3.708,6.706,11.531,1.644,3.071,5.355,1.112,8.438,21.387,10.462,78.969,7.499,2.792,4.661,12.836,77498.903,79751.517
Sweden,1981,0.198,0.035,0.074,2.452,1.509,1.766,3.19,5.411,9.254,2.328,4.536,7.673,0.108,2.889,11.664,11.948,75.604,7.912,4.007,8.123,13.466,48300.0,50053.994
Sweden,1975,0.216,0.041,0.088,2.752,1.53,1.922,2.956,6.657,12.708,0.976,2.287,4.886,1.419,13.91,34.984,12.327,75.973,9.413,2.143,3.634,11.331,25894.18,26660.387
Sweden,1967,,,,,,,,,,,,,,,,,,,,,,,
Switzerland,2018,0.301,0.078,0.148,3.784,1.85,2.316,5.655,10.394,16.911,5.836,10.815,18.724,12.226,20.314,31.189,23.01,53.751,12.424,9.177,21.928,11.142,52865.644,60508.86
Switzerland,2017,0.301,0.078,0.147,3.695,1.884,2.284,5.4,9.475,15.968,7.239,12.474,19.934,9.07,16.121,27.409,22.522,52.858,12.146,9.184,38.015,10.793,52940.438,61450.128
Switzerland,2016,0.301,0.078,0.147,3.799,1.879,2.277,5.745,10.356,16.166,5.489,11.594,18.447,11.318,18.774,29.04,21.837,54.107,12.462,9.891,26.341,10.637,52799.304,60742.41
Switzerland,2015,0.297,0.076,0.142,3.598,1.858,2.256,4.858,8.953,15.325,4.926,9.593,17.258,10.331,18.551,29.151,24.263,53.374,12.771,8.084,23.977,9.475,52342.421,60361.626
Switzerland,2014,0.299,0.076,0.142,3.667,1.854,2.314,4.337,9.657,16.491,3.536,9.476,18.036,9.294,19.181,31.316,24.346,53.039,13.139,7.921,24.866,9.624,53447.848,61452.395
Switzerland,2013,0.296,0.074,0.139,3.569,1.862,2.252,3.81,8.745,14.776,2.64,7.939,15.939,9.019,19.049,29.343,25.83,53.996,12.235,6.427,21.864,9.879,52583.83,60907.274
Switzerland,2012,0.286,0.07,0.131,3.498,1.798,2.204,4.419,9.137,15.658,3.114,8.313,16.753,11.711,22.229,34.334,25.592,54.466,11.628,6.771,24.897,8.868,55201.293,62555.286
Switzerland,2011,0.289,0.07,0.134,3.68,1.818,2.262,5.248,10.259,16.273,5.212,10.596,17.797,11.801,22.971,33.354,24.804,52.193,12.407,9.178,26.059,8.898,54322.089,61254.397
Switzerland,2010,0.297,0.076,0.144,3.524,1.823,2.278,5.11,9.151,16.123,5.448,9.396,18.255,10.66,20.593,32.173,26.292,52.49,11.822,7.79,24.725,9.326,52394.548,60021.709
Switzerland,2009,0.297,0.076,0.144,3.614,1.843,2.26,4.648,9.425,15.634,4.944,10.006,17.69,9.584,20.303,31.728,26.467,52.485,11.042,7.834,31.723,8.453,51583.36,59278.872
Switzerland,2008,0.306,0.081,0.153,3.715,1.895,2.336,4.903,9.521,16.462,4.976,9.729,19.388,12.439,24.079,33.787,25.855,51.182,13.233,7.763,29.107,8.218,51085.109,59671.777
Switzerland,2007,0.308,0.082,0.155,3.723,1.909,2.331,5.307,9.175,16.331,6.269,10.026,20.326,10.186,19.504,30.344,27.248,51.085,11.641,8.301,27.282,8.606,49922.108,57925.42
Switzerland,2006,0.3,0.077,0.148,3.723,1.9,2.281,5.12,9.534,15.446,5.789,11.131,18.43,8.512,17.159,29.744,25.43,53.165,10.275,9.038,32.854,8.38,48411.109,55886.073
Switzerland,2004,0.267,0.062,0.125,3.275,1.763,2.14,4.293,8.001,14.812,4.328,9.308,17.213,8.001,15.096,30.749,23.632,58.472,8.587,8.546,18.232,8.764,45253.43,50042.617
Switzerland,2002,0.273,0.062,0.122,3.375,1.82,2.23,3.463,7.401,14.454,3.024,6.477,17.136,7.078,18.363,29.9,30.524,53.952,9.046,6.137,8.993,6.63,46336.765,51965.709
Switzerland,2000,0.281,0.069,0.132,3.342,1.816,2.217,3.665,7.477,13.854,4.413,8.561,15.446,4.894,13.533,28.262,24.619,57.67,9.15,7.696,21.588,6.353,42882.759,48990.809
Switzerland,1992,0.31,0.091,0.193,3.682,1.882,2.242,7.016,9.649,14.849,7.084,10.177,16.556,4.833,8.512,18.876,22.94,56.194,10.689,9.494,16.009,8.996,38950.894,44406.848
Switzerland,1982,0.316,0.091,0.168,3.426,1.852,2.128,4.652,8.028,13.799,2.041,4.301,9.308,9.009,19.226,36.839,21.642,58.489,15.567,2.275,24.426,6.906,28001.429,33216.221
